T;P;V
0;5;0
0;29;0
0;38;0
0;69;0
0;82;0
0;91;0
0;94;0
0;96;0
0;140;0
0;212;0
0;234;0
0;246;0
0;256;0
0;288;0
0;316;0
0;323;0
0;414;0
0;416;0
0;565;0
0;575;0
0;605;0
0;612;0
0;628;0
0;706;0
0;716;0
0;807;0
0;825;0
0;845;0
0;846;0
0;875;0
1;5;0
1;30;1
1;39;1
1;69;0
1;83;1
1;92;1
1;94;0
1;96;0
1;141;1
1;212;0
1;235;1
1;247;1
1;256;0
1;289;1
1;316;0
1;323;0
1;415;1
1;416;0
1;566;1
1;576;1
1;606;1
1;612;0
1;628;0
1;706;0
1;716;0
1;808;1
1;825;0
1;845;0
1;846;0
1;876;1
2;5;0
2;32;2
2;40;1
2;69;0
2;85;2
2;93;1
2;95;1
2;97;1
2;143;2
2;212;0
2;236;1
2;248;1
2;256;0
2;291;2
2;317;1
2;323;0
2;415;0
2;417;1
2;567;1
2;578;2
2;607;1
2;612;0
2;629;1
2;707;1
2;717;1
2;810;2
2;826;1
2;845;0
2;846;0
2;878;2
3;6;1
3;35;3
3;42;2
3;70;1
3;88;3
3;94;1
3;96;1
3;98;1
3;146;3
3;213;1
3;237;1
3;249;1
3;257;1
3;294;3
3;319;2
3;324;1
3;416;1
3;418;1
3;569;2
3;580;2
3;609;2
3;613;1
3;631;2
3;708;1
3;718;1
3;812;2
3;828;2
3;845;0
3;847;1
3;881;3
4;7;1
4;38;3
4;44;2
4;72;2
4;92;4
4;94;0
4;96;0
4;99;1
4;150;4
4;214;1
4;238;1
4;251;2
4;258;1
4;297;3
4;321;2
4;326;2
4;417;1
4;420;2
4;571;2
4;583;3
4;611;2
4;614;1
4;633;2
4;709;1
4;720;2
4;814;2
4;831;3
4;846;1
4;849;2
4;885;4
5;9;2
5;42;4
5;47;3
5;75;3
5;92;0
5;95;1
5;96;0
5;101;2
5;155;5
5;216;2
5;240;2
5;254;3
5;259;1
5;301;4
5;324;3
5;329;3
5;418;1
5;423;3
5;573;2
5;587;4
5;613;2
5;616;2
5;635;2
5;710;1
5;723;3
5;817;3
5;834;3
5;848;2
5;851;2
5;889;4
6;12;3
6;45;3
6;50;3
6;78;3
6;93;1
6;95;0
6;96;0
6;104;3
6;160;5
6;219;3
6;243;3
6;258;4
6;260;1
6;306;5
6;327;3
6;333;4
6;420;2
6;427;4
6;575;2
6;591;4
6;614;1
6;619;3
6;637;2
6;712;2
6;726;3
6;821;4
6;838;4
6;850;2
6;854;3
6;893;4
7;15;3
7;49;4
7;54;4
7;82;4
7;94;1
7;95;0
7;96;0
7;108;4
7;165;5
7;222;3
7;247;4
7;259;1
7;262;2
7;311;5
7;330;3
7;337;4
7;423;3
7;431;4
7;577;2
7;596;5
7;616;2
7;622;3
7;639;2
7;715;3
7;729;3
7;825;4
7;842;4
7;852;2
7;858;4
7;897;4
8;19;4
8;53;4
8;58;4
8;86;4
8;94;0
8;95;0
8;97;1
8;113;5
8;170;5
8;225;3
8;252;5
8;261;2
8;264;2
8;316;5
8;334;4
8;341;4
8;426;3
8;435;4
8;580;3
8;601;5
8;619;3
8;625;3
8;641;2
8;719;4
8;733;4
8;830;5
8;847;5
8;855;3
8;862;4
8;901;4
9;24;5
9;57;4
9;63;5
9;90;4
9;94;0
9;96;1
9;98;1
9;118;5
9;175;5
9;229;4
9;257;5
9;262;1
9;267;3
9;321;5
9;339;5
9;346;5
9;430;4
9;440;5
9;584;4
9;606;5
9;623;4
9;628;3
9;644;3
9;724;5
9;738;5
9;835;5
9;851;4
9;859;4
9;867;5
9;906;5
10;28;4
10;62;5
10;68;5
10;93;3
10;95;1
10;97;1
10;100;2
10;122;4
10;180;5
10;234;5
10;261;4
10;264;2
10;271;4
10;326;5
10;343;4
10;351;5
10;434;4
10;445;5
10;588;4
10;611;5
10;627;4
10;632;4
10;648;4
10;728;4
10;743;5
10;839;4
10;855;4
10;864;5
10;872;5
10;911;5
11;33;5
11;66;4
11;73;5
11;93;0
11;95;0
11;98;1
11;102;2
11;127;5
11;185;5
11;239;5
11;262;1
11;267;3
11;275;4
11;331;5
11;347;4
11;356;5
11;439;5
11;450;5
11;592;4
11;616;5
11;631;4
11;636;4
11;652;4
11;733;5
11;748;5
11;843;4
11;860;5
11;869;5
11;877;5
11;915;4
12;38;5
12;71;5
12;78;5
12;93;0
12;96;1
12;100;2
12;105;3
12;132;5
12;189;4
12;244;5
12;263;1
12;271;4
12;280;5
12;336;5
12;352;5
12;361;5
12;444;5
12;454;4
12;597;5
12;621;5
12;635;4
12;641;5
12;657;5
12;738;5
12;753;5
12;847;4
12;865;5
12;873;4
12;882;5
12;920;5
13;43;5
13;76;5
13;83;5
13;94;1
13;98;2
13;102;2
13;108;3
13;136;4
13;194;5
13;248;4
13;265;2
13;275;4
13;284;4
13;341;5
13;357;5
13;366;5
13;449;5
13;458;4
13;602;5
13;626;5
13;639;4
13;646;5
13;661;4
13;743;5
13;758;5
13;852;5
13;870;5
13;877;4
13;887;5
13;925;5
14;48;5
14;80;4
14;87;4
14;96;2
14;100;2
14;105;3
14;111;3
14;140;4
14;198;4
14;253;5
14;268;3
14;280;5
14;289;5
14;346;5
14;362;5
14;370;4
14;454;5
14;462;4
14;607;5
14;631;5
14;644;5
14;650;4
14;666;5
14;748;5
14;762;4
14;856;4
14;875;5
14;882;5
14;891;4
14;929;4
15;53;5
15;85;5
15;92;5
15;99;3
15;102;2
15;109;4
15;115;4
15;144;4
15;203;5
15;258;5
15;272;4
15;285;5
15;294;5
15;350;4
15;367;5
15;375;5
15;458;4
15;467;5
15;612;5
15;635;4
15;649;5
15;654;4
15;671;5
15;753;5
15;767;5
15;861;5
15;880;5
15;887;5
15;896;5
15;934;5
16;57;4
16;90;5
16;97;5
16;100;1
16;105;3
16;114;5
16;119;4
16;149;5
16;208;5
16;263;5
16;277;5
16;290;5
16;299;5
16;355;5
16;372;5
16;380;5
16;463;5
16;472;5
16;617;5
16;640;5
16;653;4
16;658;4
16;675;4
16;758;5
16;772;5
16;866;5
16;884;4
16;892;5
16;901;5
16;939;5
17;61;4
17;95;5
17;99;2
17;102;2
17;109;4
17;117;3
17;124;5
17;153;4
17;213;5
17;268;5
17;281;4
17;295;5
17;304;5
17;359;4
17;377;5
17;384;4
17;468;5
17;476;4
17;621;4
17;644;4
17;656;3
17;663;5
17;680;5
17;762;4
17;777;5
17;871;5
17;888;4
17;896;4
17;906;5
17;944;5
18;65;4
18;98;3
18;100;1
18;105;3
18;114;5
18;120;3
18;129;5
18;157;4
18;218;5
18;273;5
18;286;5
18;300;5
18;309;5
18;364;5
18;382;5
18;388;4
18;473;5
18;480;4
18;625;4
18;649;5
18;659;3
18;667;4
18;684;4
18;767;5
18;781;4
18;876;5
18;893;5
18;900;4
18;911;5
18;949;5
19;70;5
19;99;1
19;102;2
19;108;3
19;119;5
19;123;3
19;134;5
19;162;5
19;223;5
19;278;5
19;291;5
19;304;4
19;314;5
19;368;4
19;386;4
19;393;5
19;478;5
19;484;4
19;629;4
19;654;5
19;662;3
19;672;5
19;688;4
19;772;5
19;785;4
19;880;4
19;898;5
19;905;5
19;915;4
19;954;5
20;75;5
20;101;2
20;105;3
20;111;3
20;122;3
20;127;4
20;139;5
20;167;5
20;227;4
20;283;5
20;295;4
20;309;5
20;318;4
20;372;4
20;391;5
20;398;5
20;483;5
20;489;5
20;634;5
20;658;4
20;666;4
20;677;5
20;693;5
20;777;5
20;790;5
20;885;5
20;902;4
20;910;5
20;919;4
20;958;4
21;80;5
21;103;2
21;109;4
21;115;4
