T;P;V
0;41;0
0;245;0
0;346;0
0;485;0
0;578;0
0;799;0
1;42;1
1;246;1
1;347;1
1;485;0
1;579;1
1;800;1
2;44;2
2;247;1
2;349;2
2;486;1
2;581;2
2;801;1
3;47;3
3;249;2
3;352;3
3;488;2
3;583;2
3;802;1
4;51;4
4;252;3
4;356;4
4;491;3
4;586;3
4;804;2
5;56;5
5;255;3
5;361;5
5;494;3
5;590;4
5;807;3
6;61;5
6;259;4
6;366;5
6;498;4
6;595;5
6;810;3
7;65;4
7;264;5
7;370;4
7;503;5
7;600;5
7;813;3
8;69;4
8;268;4
8;374;4
8;507;4
8;605;5
8;817;4
9;74;5
9;272;4
9;379;5
9;512;5
9;610;5
9;822;5
10;79;5
10;277;5
10;384;5
10;517;5
10;615;5
10;827;5
11;83;4
11;282;5
11;389;5
11;522;5
11;619;4
11;831;4
12;87;4
12;286;4
12;394;5
12;527;5
12;624;5
12;836;5
13;92;5
13;291;5
13;398;4
13;531;4
13;628;4
13;841;5
14;97;5
14;296;5
14;402;4
14;535;4
14;633;5
14;846;5
15;101;4
15;301;5
15;406;4
15;539;4
15;637;4
15;851;5
16;105;4
16;305;4
16;410;4
16;544;5
16;642;5
16;855;4
17;110;5
17;310;5
17;414;4
17;549;5
17;647;5
17;860;5
18;115;5
18;314;4
18;419;5
18;554;5
18;652;5
18;865;5
19;119;4
19;319;5
19;424;5
19;559;5
19;657;5
19;870;5
20;123;4
20;324;5
20;429;5
20;564;5
20;662;5
20;874;4
21;128;5
21;329;5
21;434;5
21;569;5
21;666;4
21;879;5
22;133;5
22;333;4
22;438;4
22;574;5
22;670;4
22;884;5
23;138;5
23;338;5
23;443;5
23;578;4
23;674;4
23;889;5
24;143;5
24;343;5
24;448;5
24;583;5
24;679;5
24;894;5
25;148;5
25;347;4
25;452;4
25;587;4
25;684;5
25;899;5
26;152;4
26;352;5
26;457;5
26;591;4
26;689;5
26;904;5
27;156;4
27;357;5
27;461;4
27;595;4
27;694;5
27;909;5
28;161;5
28;361;4
28;465;4
28;600;5
28;699;5
28;914;5
29;166;5
29;366;5
29;470;5
29;605;5
29;703;4
29;919;5
30;171;5
30;371;5
30;474;4
30;610;5
30;708;5
30;924;5
31;176;5
31;376;5
31;479;5
31;615;5
31;713;5
31;929;5
32;181;5
32;381;5
32;484;5
32;619;4
32;718;5
32;933;4
33;185;4
33;385;4
33;489;5
33;624;5
33;723;5
33;938;5
34;190;5
34;389;4
34;494;5
34;629;5
34;728;5
34;942;4
35;195;5
35;394;5
35;499;5
35;634;5
35;732;4
35;946;4
36;200;5
36;399;5
36;504;5
36;639;5
36;737;5
36;950;4
37;204;4
37;404;5
37;509;5
37;644;5
37;742;5
37;955;5
38;208;4
38;409;5
38;514;5
38;649;5
38;747;5
38;960;5
39;213;5
39;413;4
39;519;5
39;654;5
39;752;5
39;964;4
40;217;4
40;418;5
40;524;5
40;659;5
40;757;5
40;968;4
41;221;4
41;423;5
41;528;4
41;663;4
41;762;5
41;972;4
42;226;5
42;428;5
42;532;4
42;667;4
42;767;5
42;977;5
43;231;5
43;433;5
43;537;5
43;671;4
43;772;5
43;982;5
44;236;5
44;438;5
44;542;5
44;676;5
44;776;4
44;987;5
45;240;4
45;443;5
45;546;4
45;680;4
45;781;5
45;991;4
46;244;4
46;447;4
46;551;5
46;684;4
46;785;4
46;996;5
47;249;5
47;452;5
47;555;4
47;688;4
47;790;5
47;0;4
48;253;4
48;456;4
48;560;5
48;692;4
48;794;4
48;5;5
49;257;4
49;461;5
49;565;5
49;697;5
49;799;5
49;10;5
50;261;4
50;466;5
50;570;5
50;702;5
50;804;5
50;15;5
51;265;4
51;471;5
51;574;4
51;706;4
51;808;4
51;20;5
52;269;4
52;476;5
52;578;4
52;710;4
52;813;5
52;25;5
53;274;5
53;481;5
53;583;5
53;714;4
53;818;5
53;30;5
54;279;5
54;486;5
54;588;5
54;718;4
54;822;4
54;34;4
55;284;5
55;490;4
55;593;5
55;723;5
55;826;4
55;38;4
56;288;4
56;494;4
56;598;5
56;728;5
56;831;5
56;43;5
57;292;4
57;499;5
57;603;5
57;732;4
57;836;5
57;48;5
58;297;5
58;503;4
58;607;4
58;737;5
58;840;4
58;53;5
59;302;5
59;508;5
59;611;4
59;742;5
59;845;5
59;58;5
60;306;4
60;513;5
60;615;4
60;746;4
60;849;4
60;63;5
61;311;5
61;517;4
61;620;5
61;750;4
61;854;5
61;67;4
62;315;4
62;522;5
62;625;5
62;755;5
62;858;4
62;71;4
63;319;4
63;527;5
63;630;5
63;760;5
63;863;5
63;76;5
64;323;4
64;531;4
64;635;5
64;765;5
64;868;5
64;81;5
65;327;4
65;536;5
65;640;5
65;769;4
65;873;5
65;85;4
66;332;5
66;541;5
66;644;4
66;774;5
66;877;4
66;89;4
67;336;4
67;546;5
67;649;5
67;778;4
67;881;4
67;94;5
68;341;5
68;551;5
68;653;4
68;783;5
68;885;4
68;98;4
69;345;4
69;556;5
69;658;5
69;788;5
69;890;5
69;103;5
70;350;5
70;561;5
70;663;5
70;793;5
70;894;4
70;108;5
71;355;5
71;566;5
71;668;5
71;797;4
71;899;5
71;113;5
72;360;5
72;571;5
72;673;5
72;802;5
