T;P;V
67;684;4
67;718;5
67;773;5
67;795;4
67;831;5
67;17;5
67;224;5
68;321;5
68;328;5
68;343;4
68;375;5
68;576;4
68;689;5
68;723;5
68;777;4
68;800;5
68;835;4
68;22;5
68;228;4
69;326;5
69;333;5
69;348;5
69;380;5
69;581;5
69;694;5
69;728;5
69;782;5
69;805;5
69;840;5
69;27;5
69;233;5
70;331;5
70;338;5
70;353;5
70;384;4
70;586;5
70;698;4
70;733;5
70;787;5
70;809;4
70;845;5
70;32;5
70;238;5
71;336;5
71;342;4
71;357;4
71;388;4
71;590;4
71;702;4
71;738;5
71;791;4
71;813;4
71;850;5
71;37;5
71;243;5
72;341;5
72;346;4
72;362;5
72;393;5
72;594;4
72;706;4
72;742;4
72;795;4
72;818;5
72;855;5
72;42;5
72;247;4
73;344;3
73;351;5
73;367;5
73;398;5
73;599;5
73;711;5
73;747;5
73;799;4
73;823;5
73;860;5
73;47;5
73;252;5
74;348;4
74;355;4
74;372;5
74;403;5
74;603;4
74;716;5
74;751;4
74;803;4
74;828;5
74;865;5
74;52;5
74;256;4
75;352;4
75;360;5
75;376;4
75;407;4
75;608;5
75;721;5
75;755;4
75;807;4
75;833;5
75;869;4
75;57;5
75;260;4
76;357;5
76;365;5
76;380;4
76;412;5
76;613;5
76;725;4
76;760;5
76;811;4
76;837;4
76;874;5
76;62;5
76;264;4
77;361;4
77;370;5
77;385;5
77;417;5
77;618;5
77;729;4
77;765;5
77;816;5
77;842;5
77;879;5
77;66;4
77;269;5
78;366;5
78;375;5
78;389;4
78;422;5
78;623;5
78;733;4
78;770;5
78;820;4
78;847;5
78;883;4
78;70;4
78;274;5
79;370;4
79;380;5
79;394;5
79;427;5
79;628;5
79;738;5
79;775;5
79;825;5
79;852;5
79;887;4
79;74;4
79;278;4
80;375;5
80;384;4
80;399;5
80;431;4
80;633;5
80;743;5
80;780;5
80;829;4
80;856;4
80;891;4
80;79;5
80;283;5
81;380;5
81;388;4
81;403;4
81;436;5
81;638;5
81;748;5
81;784;4
81;834;5
81;861;5
81;896;5
81;84;5
81;287;4
82;385;5
82;393;5
82;408;5
82;441;5
82;643;5
82;753;5
82;789;5
82;839;5
82;866;5
82;901;5
82;88;4
82;291;4
83;389;4
83;397;4
83;413;5
83;446;5
83;647;4
83;758;5
83;793;4
83;844;5
83;871;5
83;905;4
83;93;5
83;296;5
84;394;5
84;402;5
84;418;5
84;451;5
84;651;4
84;763;5
84;798;5
84;849;5
84;875;4
84;909;4
84;98;5
84;301;5
85;399;5
85;406;4
85;423;5
85;456;5
85;656;5
85;768;5
85;803;5
85;854;5
85;880;5
85;914;5
85;103;5
85;306;5
86;404;5
86;411;5
86;427;4
86;460;4
86;661;5
86;773;5
86;808;5
86;858;4
86;885;5
86;919;5
86;108;5
86;311;5
87;409;5
87;416;5
87;431;4
87;464;4
87;665;4
87;778;5
87;813;5
87;862;4
87;889;4
87;923;4
87;112;4
87;315;4
88;414;5
88;421;5
88;436;5
88;469;5
88;670;5
88;783;5
88;818;5
88;867;5
88;894;5
88;928;5
88;117;5
88;320;5
89;419;5
89;425;4
89;441;5
89;474;5
89;674;4
89;787;4
89;822;4
89;871;4
89;898;4
89;933;5
89;121;4
89;324;4
90;424;5
90;429;4
90;445;4
90;478;4
90;679;5
90;792;5
90;826;4
90;875;4
90;902;4
90;938;5
90;126;5
90;328;4
91;427;3
91;434;5
91;450;5
91;482;4
91;683;4
91;797;5
91;831;5
91;880;5
91;906;4
91;942;4
91;131;5
91;333;5
92;431;4
92;438;4
92;455;5
92;486;4
92;688;5
92;802;5
92;836;5
92;884;4
92;910;4
92;947;5
92;136;5
92;338;5
93;436;5
93;442;4
93;460;5
93;490;4
93;692;4
93;807;5
93;841;5
93;888;4
93;914;4
93;951;4
93;141;5
93;342;4
94;441;5
94;446;4
94;465;5
94;495;5
94;697;5
94;812;5
94;845;4
94;892;4
94;919;5
94;956;5
94;145;4
94;346;4
95;445;4
95;451;5
95;470;5
95;500;5
95;702;5
95;817;5
95;850;5
95;896;4
95;924;5
95;960;4
95;149;4
95;350;4
96;450;5
96;456;5
96;475;5
96;504;4
96;707;5
96;822;5
96;855;5
96;901;5
96;929;5
96;964;4
96;154;5
96;355;5
97;455;5
97;460;4
97;480;5
97;508;4
97;712;5
97;827;5
97;859;4
97;906;5
97;933;4
97;968;4
97;158;4
97;360;5
98;459;4
98;465;5
98;485;5
98;513;5
98;717;5
98;831;4
98;864;5
98;910;4
98;938;5
98;972;4
98;163;5
98;365;5
99;463;4
99;470;5
99;490;5
99;517;4
99;722;5
99;836;5
99;869;5
99;915;5
99;943;5
99;976;4
99;167;4
99;369;4
100;468;5
100;474;4
100;495;5
100;521;4
100;726;4
100;841;5
100;874;5
100;920;5
100;948;5
100;981;5
100;171;4
100;373;4
101;473;5
101;479;5
101;499;4
101;526;5
101;731;5
101;845;4
101;879;5
101;925;5
101;953;5
101;986;5
101;175;4
101;378;5
102;478;5
102;484;5
102;503;4
102;531;5
102;736;5
102;850;5
102;884;5
102;930;5
102;958;5
102;990;4
102;180;5
102;383;5
103;482;4
103;488;4
103;507;4
103;535;4
103;740;4
103;855;5
103;889;5
103;935;5
103;962;4
103;994;4
103;185;5
103;388;5
104;487;5
104;493;5
104;512;5
104;540;5
104;745;5
104;860;5
104;894;5
104;939;4
104;967;5
104;998;4
104;190;5
104;393;5
105;491;4
105;498;5
105;517;5
105;545;5
105;749;4
105;864;4
105;899;5
105;943;4
105;972;5
105;2;4
105;195;5
105;398;5
106;496;5
106;503;5
106;522;5
106;550;5
106;753;4
106;869;5
106;903;4
106;948;5
106;976;4
106;6;4
106;200;5
106;403;5
107;501;5
107;507;4
107;527;5
107;554;4
107;757;4
107;874;5
107;908;5
107;952;4
107;981;5
107;10;4
107;205;5
107;407;4
108;505;4
108;511;4
108;532;5
108;558;4
108;762;5
108;878;4
108;912;4
108;957;5
108;985;4
108;15;5
108;210;5
108;411;4
109;510;5
109;516;5
109;537;5
109;562;4
109;766;4
109;883;5
109;916;4
109;961;4
109;990;5
109;20;5
109;215;5
109;416;5
110;514;4
110;521;5
110;541;4
110;567;5
110;771;5
110;887;4
110;921;5
110;966;5
110;994;4
110;25;5
110;220;5
110;421;5
111;518;4
111;526;5
111;546;5
111;571;4
111;776;5
111;892;5
111;926;5
111;971;5
111;999;5
111;30;5
111;225;5
111;425;4
112;523;5
112;530;4
112;551;5
112;575;4
112;780;4
112;897;5
112;931;5
112;976;5
112;4;5
112;35;5
112;230;5
112;430;5
113;527;4
113;535;5
113;555;4
113;580;5
113;784;4
113;902;5
113;935;4
113;980;4
113;9;5
113;40;5
113;235;5
113;434;4
114;531;4
114;540;5
114;560;5
114;585;5
114;788;4
114;907;5
114;940;5
114;984;4
114;14;5
114;44;4
114;240;5
114;439;5
115;535;4
115;544;4
115;565;5
115;589;4
115;792;4
115;912;5
115;945;5
115;989;5
115;19;5
115;49;5
115;245;5
115;443;4
116;540;5
116;549;5
116;570;5
116;594;5
116;797;5
116;916;4
116;950;5
116;994;5
116;23;4
116;54;5
116;250;5
116;447;4
117;545;5
117;553;4
117;575;5
117;599;5
117;802;5
117;921;5
117;955;5
117;999;5
117;28;5
117;59;5
117;255;5
117;452;5
118;550;5
118;558;5
118;579;4
118;603;4
118;807;5
118;925;4
118;960;5
118;4;5
118;33;5
118;64;5
118;259;4
118;457;5
119;554;4
119;563;5
119;583;4
119;608;5
119;812;5
119;930;5
119;964;4
119;8;4
119;37;4
119;69;5
119;264;5
119;462;5
120;559;5
120;568;5
120;587;4
120;613;5
120;816;4
120;935;5
120;968;4
120;12;4
120;41;4
120;74;5
120;269;5
120;467;5
121;563;4
121;572;4
121;592;5
121;618;5
121;821;5
121;940;5
121;972;4
121;17;5
121;46;5
121;78;4
121;274;5
121;472;5
122;568;5
122;577;5
122;596;4
122;623;5
122;825;4
122;944;4
122;977;5
122;22;5
122;51;5
122;82;4
122;278;4
122;476;4
123;572;4
123;582;5
123;600;4
123;628;5
123;830;5
123;948;4
123;982;5
123;27;5
123;56;5
123;87;5
123;283;5
123;480;4
124;577;5
124;586;4
124;605;5
124;633;5
124;835;5
124;952;4
124;987;5
124;32;5
124;61;5
124;92;5
124;288;5
124;484;4
125;582;5
125;591;5
125;610;5
125;637;4
125;840;5
125;957;5
125;992;5
125;37;5
125;66;5
125;96;4
125;292;4
125;489;5
126;587;5
126;596;5
126;615;5
126;642;5
126;845;5
126;962;5
126;996;4
126;42;5
126;70;4
126;101;5
126;296;4
126;494;5
127;592;5
127;600;4
127;620;5
127;647;5
127;849;4
127;967;5
127;0;4
127;46;4
127;74;4
127;105;4
127;301;5
127;498;4
128;596;4
128;604;4
128;625;5
128;652;5
128;853;4
128;972;5
128;5;5
128;51;5
128;78;4
128;110;5
128;305;4
128;503;5
129;600;4
129;609;5
129;629;4
129;656;4
129;857;4
129;977;5
129;9;4
129;56;5
129;82;4
129;114;4
129;310;5
129;508;5
130;605;5
130;614;5
130;633;4
130;660;4
130;861;4
130;981;4
130;13;4
130;61;5
130;86;4
130;119;5
130;315;5
130;513;5
131;609;4
131;618;4
131;637;4
131;664;4
131;866;5
131;985;4
131;18;5
131;66;5
131;91;5
131;124;5
131;320;5
131;518;5
132;614;5
132;623;5
132;641;4
132;668;4
132;870;4
132;989;4
132;22;4
132;71;5
132;96;5
132;128;4
132;325;5
132;523;5
133;618;4
133;628;5
133;645;4
133;672;4
133;874;4
133;994;5
133;26;4
133;75;4
133;101;5
133;133;5
133;330;5
133;528;5
134;623;5
134;633;5
134;650;5
134;677;5
134;878;4
134;999;5
134;30;4
134;80;5
134;105;4
134;138;5
134;335;5
134;532;4
135;627;4
135;637;4
135;655;5
135;682;5
135;882;4
135;3;4
135;35;5
135;85;5
135;110;5
135;143;5
135;340;5
135;536;4
136;632;5
136;642;5
136;660;5
136;686;4
136;886;4
136;7;4
136;40;5
136;89;4
136;114;4
136;148;5
136;345;5
136;541;5
137;637;5
137;647;5
137;665;5
137;691;5
137;891;5
137;12;5
137;45;5
137;93;4
137;119;5
137;152;4
137;349;4
137;545;4
138;641;4
138;652;5
138;670;5
138;696;5
138;896;5
138;17;5
138;49;4
138;98;5
138;123;4
138;157;5
138;354;5
138;550;5
139;646;5
139;657;5
139;675;5
139;701;5
139;901;5
139;22;5
139;54;5
139;102;4
139;128;5
139;162;5
139;358;4
139;555;5
140;650;4
140;662;5
140;679;4
140;706;5
140;905;4
140;27;5
140;59;5
140;106;4
140;133;5
140;166;4
140;363;5
140;559;4
141;654;4
141;667;5
141;684;5
141;711;5
141;910;5
141;32;5
141;64;5
141;111;5
141;138;5
141;171;5
141;368;5
141;563;4
142;659;5
142;672;5
142;689;5
142;716;5
142;914;4
142;36;4
142;69;5
142;116;5
142;143;5
142;175;4
142;372;4
142;568;5
143;664;5
143;677;5
143;693;4
143;720;4
143;919;5
143;40;4
143;73;4
143;121;5
143;147;4
143;180;5
143;377;5
143;573;5
144;669;5
144;681;4
144;698;5
144;725;5
144;924;5
144;45;5
144;78;5
144;125;4
144;151;4
144;185;5
144;381;4
144;578;5
145;674;5
145;686;5
145;702;4
145;730;5
145;929;5
145;50;5
145;83;5
145;129;4
145;156;5
145;190;5
145;386;5
145;582;4
146;679;5
146;690;4
146;707;5
146;735;5
146;934;5
146;55;5
146;88;5
146;134;5
146;161;5
146;195;5
146;390;4
146;587;5
147;683;4
147;695;5
147;712;5
147;740;5
147;939;5
147;60;5
147;93;5
147;139;5
147;165;4
147;199;4
147;395;5
147;592;5
148;688;5
148;699;4
148;717;5
148;745;5
148;944;5
148;65;5
148;98;5
148;144;5
148;170;5
148;204;5
148;399;4
148;596;4
149;693;5
149;704;5
149;721;4
149;750;5
149;948;4
149;69;4
149;103;5
149;149;5
149;175;5
149;209;5
149;403;4
149;601;5
150;697;4
150;708;4
150;726;5
150;755;5
150;953;5
150;74;5
150;107;4
150;154;5
150;179;4
150;214;5
150;407;4
150;606;5
151;702;5
151;712;4
151;730;4
151;760;5
151;958;5
151;78;4
151;112;5
151;159;5
151;184;5
151;219;5
151;412;5
151;610;4
152;707;5
152;716;4
152;735;5
152;765;5
152;963;5
152;83;5
152;117;5
152;164;5
152;189;5
152;224;5
152;417;5
152;615;5
153;712;5
153;721;5
153;740;5
153;770;5
153;968;5
153;88;5
153;121;4
153;169;5
153;194;5
153;229;5
153;421;4
153;620;5
154;716;4
154;726;5
154;744;4
154;774;4
154;973;5
154;93;5
154;126;5
154;174;5
154;198;4
154;233;4
154;426;5
154;624;4
155;720;4
155;730;4
155;748;4
155;779;5
155;978;5
155;98;5
155;130;4
155;179;5
155;202;4
155;238;5
155;431;5
155;629;5
156;725;5
156;735;5
156;752;4
156;784;5
156;983;5
156;102;4
156;134;4
156;184;5
156;207;5
156;243;5
156;436;5
156;634;5
157;730;5
157;740;5
157;757;5
157;789;5
157;987;4
157;107;5
157;139;5
157;189;5
157;212;5
157;247;4
157;441;5
157;638;4
158;735;5
158;745;5
158;762;5
158;794;5
158;992;5
158;111;4
158;144;5
158;194;5
158;217;5
158;252;5
158;446;5
158;643;5
159;740;5
159;749;4
159;767;5
159;798;4
159;997;5
159;116;5
159;149;5
159;199;5
159;221;4
159;257;5
159;451;5
159;648;5
160;745;5
160;753;4
160;772;5
160;802;4
160;2;5
160;120;4
160;154;5
160;203;4
160;226;5
160;262;5
160;456;5
160;653;5
161;750;5
161;757;4
161;777;5
161;807;5
161;7;5
161;124;4
161;159;5
161;207;4
161;231;5
161;266;4
161;461;5
161;658;5
162;755;5
162;762;5
162;781;4
162;812;5
162;12;5
162;129;5
162;164;5
162;212;5
162;235;4
162;271;5
162;466;5
162;663;5
163;760;5
163;766;4
163;785;4
163;816;4
163;17;5
163;134;5
163;168;4
163;216;4
163;240;5
163;276;5
163;471;5
163;667;4
164;765;5
164;770;4
164;789;4
164;821;5
164;21;4
164;139;5
164;173;5
164;221;5
164;244;4
164;281;5
164;476;5
164;672;5
165;768;3
165;775;5
165;794;5
165;825;4
165;25;4
165;143;4
165;177;4
165;226;5
165;249;5
165;286;5
165;481;5
165;677;5
166;772;4
166;780;5
166;799;5
166;829;4
166;30;5
166;148;5
166;182;5
166;231;5
166;254;5
166;291;5
166;485;4
166;682;5
167;777;5
167;784;4
167;803;4
167;834;5
167;34;4
167;153;5
167;187;5
167;235;4
167;258;4
167;295;4
167;490;5
167;687;5
168;782;5
168;789;5
168;807;4
168;839;5
168;39;5
168;158;5
168;191;4
168;240;5
168;263;5
168;299;4
168;495;5
168;691;4
169;787;5
169;793;4
169;811;4
169;843;4
169;44;5
169;163;5
169;196;5
169;245;5
169;267;4
169;304;5
169;500;5
169;696;5
170;791;4
170;798;5
170;816;5
170;847;4
170;49;5
170;167;4
170;201;5
170;250;5
170;271;4
170;309;5
170;504;4
170;701;5
171;795;4
171;802;4
171;821;5
171;852;5
171;54;5
171;172;5
171;205;4
171;255;5
171;276;5
171;313;4
171;509;5
171;706;5
172;800;5
172;806;4
172;826;5
172;857;5
172;59;5
172;177;5
172;210;5
172;260;5
172;281;5
172;318;5
172;514;5
172;710;4
173;804;4
173;811;5
173;831;5
173;862;5
173;63;4
173;181;4
173;215;5
173;264;4
173;286;5
173;323;5
173;519;5
173;714;4
174;809;5
174;815;4
174;835;4
174;867;5
174;67;4
174;186;5
174;220;5
174;268;4
174;291;5
174;328;5
174;523;4
174;719;5
175;813;4
175;820;5
175;840;5
175;872;5
175;72;5
175;191;5
175;225;5
175;272;4
175;296;5
175;333;5
175;528;5
175;724;5
176;818;5
176;824;4
176;845;5
176;877;5
176;77;5
176;195;4
176;229;4
176;277;5
176;301;5
176;338;5
176;533;5
176;728;4
177;822;4
177;829;5
177;850;5
177;882;5
177;81;4
177;200;5
177;234;5
177;281;4
177;306;5
177;343;5
177;538;5
177;733;5
178;827;5
178;834;5
178;854;4
178;886;4
178;85;4
178;205;5
178;238;4
178;285;4
178;311;5
178;347;4
178;542;4
178;738;5
179;832;5
179;839;5
179;858;4
179;890;4
179;90;5
179;209;4
179;243;5
179;290;5
179;316;5
179;352;5
179;547;5
179;742;4
180;837;5
180;843;4
180;863;5
180;895;5
180;95;5
180;214;5
180;247;4
180;294;4
180;321;5
180;357;5
180;552;5
180;747;5
181;842;5
181;848;5
181;867;4
181;900;5
181;99;4
181;218;4
181;251;4
181;299;5
181;326;5
181;361;4
181;557;5
181;752;5
182;847;5
182;853;5
182;871;4
182;905;5
182;104;5
182;223;5
182;256;5
182;303;4
182;330;4
182;366;5
182;562;5
182;757;5
183;852;5
183;858;5
183;875;4
183;910;5
183;109;5
183;227;4
183;260;4
183;308;5
183;335;5
183;371;5
183;567;5
183;761;4
184;857;5
184;863;5
184;880;5
184;915;5
184;113;4
184;232;5
184;265;5
184;312;4
184;340;5
184;375;4
184;571;4
184;766;5
185;862;5
185;868;5
185;885;5
185;920;5
185;117;4
185;236;4
185;269;4
185;316;4
185;344;4
185;380;5
185;576;5
185;771;5
186;867;5
186;872;4
186;890;5
186;925;5
186;122;5
186;241;5
186;274;5
186;320;4
186;349;5
186;385;5
186;580;4
186;775;4
187;871;4
187;877;5
187;895;5
187;930;5
187;126;4
187;246;5
187;279;5
187;325;5
187;353;4
187;390;5
187;585;5
187;780;5
188;875;4
188;881;4
188;900;5
188;934;4
188;131;5
188;250;4
188;284;5
188;329;4
188;357;4
188;394;4
188;590;5
188;784;4
189;880;5
189;886;5
189;905;5
189;939;5
189;136;5
189;255;5
189;288;4
189;334;5
189;362;5
189;398;4
189;594;4
189;789;5
190;885;5
190;891;5
190;910;5
190;944;5
190;141;5
190;260;5
190;293;5
190;339;5
190;367;5
190;403;5
190;599;5
190;793;4
191;890;5
191;896;5
191;915;5
191;949;5
191;146;5
191;265;5
191;298;5
191;344;5
191;372;5
191;408;5
191;603;4
191;797;4
192;895;5
192;901;5
192;920;5
192;954;5
192;151;5
192;269;4
192;302;4
192;349;5
192;377;5
192;412;4
192;607;4
192;802;5
193;899;4
193;905;4
193;925;5
193;959;5
193;156;5
193;273;4
193;307;5
193;354;5
193;382;5
193;416;4
193;612;5
193;806;4
194;904;5
194;910;5
194;929;4
